ID,W,G,H,1B,2B,3B,HR,BB,SO,SB,BA,SLG,OPS,OBA
1061,80,163,1516,989,291,38,198,551,916,127,0.271441361,0.4435094,0.780373807,0.336864407
1063,96,163,1536,978,312,37,209,569,1125,164,0.271906532,0.451230306,0.789763597,0.33853329
1065,85,163,1545,1007,302,36,200,559,995,100,0.274179237,0.447027507,0.790282731,0.343255225
1067,71,163,1516,1063,277,24,152,431,902,89,0.26760812,0.405472198,0.728735526,0.323263328
1069,73,163,1453,881,335,15,222,611,1303,72,0.261096137,0.446361186,0.785058016,0.33869683
1071,90,163,1591,1071,313,36,171,622,1152,100,0.279564224,0.437357231,0.79137126,0.35401403
1073,89,163,1458,914,296,13,235,540,1016,67,0.262560778,0.447505853,0.779764437,0.332258585
1075,86,163,1443,980,245,35,183,540,1114,72,0.260469314,0.416425993,0.747170329,0.330744337
1077,92,163,1421,937,296,23,165,589,1171,73,0.256590827,0.407728422,0.736773131,0.329044709
1079,74,164,1334,923,263,53,95,563,914,155,0.240837696,0.35890955,0.669791229,0.310881678
