ID,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
50,Alec Asher\asheral01,-0.1,2016,24,PHI,NL,5,11,11,0,1,0,0,0,2.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.182,/*1
52,Aledmys Diaz\diazal02,3.5,2016,25,STL,NL,111,460,404,71,121,28,3,17,65.0,41,6.0,60.0,7.0,2.0,6.0,10.0,4.0,4.0,0.3,0.369,0.51,0.879,*6/H4
53,Alejandro De Aza\deazaal01,-0.4,2016,32,NYM,NL,130,267,234,31,48,9,0,6,25.0,26,1.0,67.0,5.0,1.0,1.0,5.0,4.0,3.0,0.205,0.297,0.321,0.618,*H879
54,Alen Hanson\hansoal01,-0.3,2016,23,PIT,NL,27,33,31,5,7,1,0,0,1.0,2,1.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.226,0.273,0.258,0.531,*H/4
60,Alex Dickerson\dickeal01,1.1,2016,26,SDP,NL,84,285,253,39,65,16,2,10,37.0,26,2.0,44.0,4.0,0.0,2.0,5.0,5.0,1.0,0.257,0.333,0.455,0.788,*7H/D
64,Alex Reyes\reyesal02,-0.1,2016,21,STL,NL,12,15,14,0,1,0,0,0,1.0,0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.071,0.071,0.071,0.143,*1
68,Alex Wood\woodal02,0.2,2016,25,LAD,NL,15,19,16,2,4,0,0,0,2.0,1,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.25,0.294,0.25,0.544,*1/H
70,Alexi Amarista\amarial01,-0.6,2016,27,SDP,NL,65,150,140,9,36,2,0,0,11.0,8,2.0,26.0,0.0,1.0,1.0,5.0,9.0,2.0,0.257,0.295,0.271,0.567,4H6/7951
71,Alexi Ogando\ogandal01,0.0,2016,32,ATL,NL,36,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
72,Alfredo Simon\simonal01,0.1,2016,35,CIN,NL,15,19,14,0,1,0,0,0,1.0,1,0.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.071,0.188,0.071,0.259,*1
73,Andre Ethier\ethiean01,-0.2,2016,34,LAD,NL,16,26,24,2,5,1,0,1,2.0,2,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.208,0.269,0.375,0.644,*H/7D
75,Andres Blanco\blancan01,-0.2,2016,32,PHI,NL,90,209,190,26,48,15,1,4,21.0,11,0.0,41.0,7.0,0.0,1.0,7.0,2.0,3.0,0.253,0.316,0.405,0.721,H5436/7
79,Andrew Cashner\cashnan01,0.1,2016,29,TOT,NL,28,40,34,3,6,0,0,0,1.0,3,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.176,0.243,0.176,0.42,*1
80,Andrew Chafin\chafian01,0.0,2016,26,ARI,NL,32,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
84,Andrew McCutchen\mccutan01,-0.7,2016,29,PIT,NL,153,675,598,81,153,26,3,24,79.0,69,7.0,143.0,5.0,0.0,3.0,15.0,6.0,7.0,0.256,0.336,0.43,0.766,*8/H
87,Andrew Susac\susacan01,0.1,2016,26,MIL,NL,9,19,17,3,4,1,0,1,2.0,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.316,0.471,0.786,/*2H
88,Andrew Toles\tolesan01,1.4,2016,24,LAD,NL,48,115,105,19,33,9,1,3,16.0,8,2.0,25.0,1.0,0.0,1.0,1.0,1.0,1.0,0.314,0.365,0.505,0.87,*H7/89
91,Andy Wilkins\wilkian01,-0.2,2016,27,MIL,NL,26,27,24,3,3,1,0,1,3.0,3,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.222,0.292,0.514,*H/39
92,Angel Pagan\paganan01,1.0,2016,34,SFG,NL,129,543,495,71,137,24,5,12,55.0,42,1.0,66.0,0.0,0.0,3.0,11.0,15.0,4.0,0.277,0.331,0.418,0.75,*7/H8
94,Anthony DeSclafani\desclan01,-0.1,2016,26,CIN,NL,20,43,41,0,5,1,0,0,1.0,1,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.122,0.143,0.146,0.289,*1
97,Anthony Recker\reckean01,0.6,2016,32,ATL,NL,33,112,90,6,25,8,0,2,15.0,16,1.0,22.0,2.0,3.0,1.0,0.0,1.0,0.0,0.278,0.394,0.433,0.828,*2/H
98,Anthony Rendon\rendoan01,4.1,2016,26,WSN,NL,156,647,567,91,153,38,2,20,85.0,65,2.0,117.0,7.0,0.0,8.0,5.0,12.0,6.0,0.27,0.348,0.45,0.797,*5/H
99,Anthony Rizzo\rizzoan01,5.7,2016,26,CHC,NL,155,676,583,94,170,43,4,32,109.0,74,8.0,108.0,16.0,0.0,3.0,13.0,3.0,5.0,0.292,0.385,0.544,0.928,*3/H4
101,Antonio Bastardo\bastaan01,0.0,2016,30,TOT,NL,69,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
102,Archie Bradley\bradlar01,-0.5,2016,23,ARI,NL,26,48,43,2,3,0,0,0,4.0,0,0.0,28.0,0.0,4.0,1.0,0.0,0.0,0.0,0.07,0.068,0.07,0.138,*1
104,Ariel Pena\penaar01,0.0,2016,27,MIL,NL,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,/*1
107,Arodys Vizcaino\vizcaar01,0.0,2016,25,ATL,NL,43,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
110,Asdrubal Cabrera\cabreas01,2.7,2016,30,NYM,NL,141,568,521,65,146,30,1,23,62.0,38,3.0,103.0,7.0,0.0,2.0,14.0,5.0,1.0,0.28,0.336,0.474,0.81,*6/H
113,Austin Barnes\barneau01,-0.2,2016,26,LAD,NL,21,37,32,3,5,1,0,0,2.0,5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.27,0.188,0.458,/2H45
114,Austin Brice\briceau01,0.0,2016,24,MIA,NL,15,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
115,Austin Hedges\hedgeau01,-0.4,2016,23,SDP,NL,8,26,24,2,3,1,0,0,1.0,0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.125,0.154,0.167,0.321,/*2H
119,Bartolo Colon\colonba01,-0.3,2016,43,NYM,NL,34,65,60,4,5,2,0,1,2.0,1,0.0,40.0,0.0,4.0,0.0,3.0,0.0,0.0,0.083,0.098,0.167,0.265,*1
122,Ben Paulsen\paulsbe01,-1.2,2016,28,COL,NL,39,97,92,8,20,5,0,1,11.0,5,1.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.217,0.258,0.304,0.562,*3H/7
123,Ben Revere\reverbe01,-1.2,2016,28,WSN,NL,103,375,350,44,76,9,7,2,24.0,18,0.0,34.0,3.0,2.0,2.0,12.0,14.0,5.0,0.217,0.26,0.3,0.56,*87H
124,Ben Rowen\rowenbe01,0.0,2016,27,MIL,NL,4,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,/*1
125,Ben Zobrist\zobribe01,3.8,2016,35,CHC,NL,147,631,523,94,142,31,3,18,76.0,96,6.0,82.0,4.0,4.0,4.0,17.0,6.0,4.0,0.272,0.386,0.446,0.831,*479/H63
128,Billy Hamilton\hamilbi02,2.8,2016,25,CIN,NL,119,460,411,69,107,19,3,3,17.0,36,0.0,93.0,1.0,11.0,1.0,5.0,58.0,8.0,0.26,0.321,0.343,0.664,*8/H
129,Blaine Boyer\boyerbl01,0.0,2016,34,MIL,NL,61,1,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
131,Blake Lalli\lallibl01,-0.2,2016,33,ATL,NL,10,13,13,0,2,1,0,0,1.0,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.154,0.154,0.231,0.385,/*H3
136,Blake Treinen\treinbl01,0.0,2016,28,WSN,NL,73,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
137,Blake Wood\woodbl01,0.0,2016,30,CIN,NL,70,2,2,0,0,0,0,0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
141,Boone Logan\loganbo02,0.0,2016,31,COL,NL,66,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
144,Brad Hand\handbr01,0.0,2016,26,SDP,NL,82,5,4,0,0,0,0,0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
148,Braden Shipley\shiplbr01,-0.1,2016,24,ARI,NL,14,27,26,2,3,1,0,0,2.0,0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.115,0.115,0.154,0.269,*1/H
151,Brandon Barnes\barnebr02,0.1,2016,30,COL,NL,48,109,100,10,22,6,2,0,8.0,3,0.0,30.0,1.0,5.0,0.0,0.0,1.0,2.0,0.22,0.25,0.32,0.57,*78H/9
152,Brandon Belt\beltbr01,4.3,2016,28,SFG,NL,156,655,542,77,149,41,8,17,82.0,104,4.0,148.0,5.0,0.0,4.0,7.0,0.0,4.0,0.275,0.394,0.474,0.868,*3/H7
153,Brandon Crawford\crawfbr01,4.5,2016,29,SFG,NL,155,623,553,67,152,28,11,12,84.0,57,10.0,115.0,4.0,0.0,9.0,13.0,7.0,0.0,0.275,0.342,0.43,0.772,*6/H
154,Brandon Cunniff\cunnibr02,0.0,2016,27,ATL,NL,15,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
155,Brandon Drury\drurybr01,0.0,2016,23,ARI,NL,134,499,461,59,130,31,1,16,53.0,31,2.0,100.0,3.0,0.0,4.0,14.0,1.0,1.0,0.282,0.329,0.458,0.786,7954H/3
156,Brandon Finnegan\finnebr01,-0.1,2016,23,CIN,NL,33,61,53,4,6,2,0,0,2.0,3,0.0,18.0,0.0,5.0,0.0,2.0,0.0,0.0,0.113,0.161,0.151,0.312,*1/H
159,Brandon Maurer\maurebr01,0.0,2016,25,SDP,NL,71,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
160,Brandon McCarthy\mccarbr01,-0.1,2016,32,LAD,NL,10,15,13,0,0,0,0,0,1.0,2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.133,*1
161,Brandon Morrow\morrobr01,0.0,2016,31,SDP,NL,18,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
162,Brandon Moss\mossbr01,0.8,2016,32,STL,NL,128,464,413,66,93,19,2,28,67.0,39,3.0,141.0,7.0,0.0,5.0,8.0,1.0,0.0,0.225,0.3,0.484,0.784,*37H9
163,Brandon Nimmo\nimmobr01,0.1,2016,23,NYM,NL,32,80,73,12,20,1,0,1,6.0,6,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.274,0.338,0.329,0.666,H7/98
164,Brandon Phillips\phillbr01,0.8,2016,35,CIN,NL,141,584,550,74,160,34,1,11,64.0,18,3.0,68.0,8.0,2.0,6.0,17.0,14.0,8.0,0.291,0.32,0.416,0.736,*4/D
165,Brandon Snyder\snydebr03,0.2,2016,29,ATL,NL,37,47,46,8,11,5,1,4,9.0,1,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.239,0.255,0.652,0.907,*H/537
166,Brayan Pena\penabr01,-0.2,2016,34,STL,NL,9,14,13,0,2,1,0,0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.214,0.231,0.445,/*H23
168,Brent Suter\suterbr01,0.0,2016,26,MIL,NL,14,2,2,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
169,Brett Anderson\anderbr04,0.0,2016,28,LAD,NL,4,3,3,0,0,0,0,0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/*1
176,Brett Wallace\wallabr01,-0.7,2016,29,SDP,NL,119,256,217,19,41,10,0,6,20.0,29,3.0,83.0,9.0,0.0,1.0,2.0,0.0,0.0,0.189,0.309,0.318,0.627,H53/D
179,Brian Ellington\ellinbr02,0.0,2016,25,MIA,NL,32,1,1,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
181,Brian Goodwin\goodwbr01,-0.1,2016,25,WSN,NL,22,44,42,1,12,4,1,0,5.0,2,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.286,0.318,0.429,0.747,/H978
185,Brock Stewart\stewabr01,0.0,2016,24,LAD,NL,7,10,10,0,1,0,0,0,0.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,/*1
191,Bryan Morris\morribr01,0.0,2016,29,MIA,NL,24,1,1,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
194,Bryce Harper\harpebr03,1.6,2016,23,WSN,NL,147,627,506,84,123,24,2,24,86.0,108,20.0,117.0,3.0,0.0,10.0,11.0,21.0,10.0,0.243,0.373,0.441,0.814,*9/H
196,Bud Norris\norribu01,0.5,2016,31,TOT,NL,35,38,27,2,6,0,1,0,1.0,3,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.222,0.323,0.296,0.619,*1
197,Buddy Baumann\baumabu01,0.0,2016,28,SDP,NL,11,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
199,Buster Posey\poseybu01,4.7,2016,29,SFG,NL,146,614,539,82,155,33,2,14,80.0,64,7.0,68.0,3.0,0.0,8.0,18.0,6.0,1.0,0.288,0.362,0.434,0.796,*23/HD
203,Caleb Cotham\cothaca01,0.0,2016,28,CIN,NL,23,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
207,Cameron Rupp\ruppca01,1.3,2016,27,PHI,NL,105,419,389,36,98,26,1,16,54.0,24,0.0,114.0,5.0,0.0,1.0,11.0,1.0,0.0,0.252,0.303,0.447,0.75,*2/H
208,Carl Crawford\crawfca02,-1.0,2016,34,LAD,NL,30,87,81,8,15,2,1,0,6.0,4,0.0,11.0,1.0,0.0,1.0,3.0,0.0,1.0,0.185,0.23,0.235,0.464,*7/HD
209,Carl Edwards\edwarca01,0.0,2016,24,CHC,NL,37,1,1,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1/H
210,Carlos Asuaje\asuajca01,-0.2,2016,24,SDP,NL,7,25,24,2,5,2,0,0,2.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.24,0.292,0.532,/*4H
214,Carlos Estevez\estevca01,0.0,2016,23,COL,NL,63,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
215,Carlos Frias\friasca01,0.0,2016,26,LAD,NL,1,1,1,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/*1
217,Carlos Gonzalez\gonzaca01,2.2,2016,30,COL,NL,150,632,584,87,174,42,2,25,100.0,46,6.0,129.0,1.0,0.0,1.0,10.0,2.0,2.0,0.298,0.35,0.505,0.855,*9/H
218,Carlos Martinez\martica04,0.5,2016,24,STL,NL,33,65,59,5,14,1,0,0,6.0,0,0.0,13.0,1.0,4.0,1.0,1.0,0.0,0.0,0.237,0.246,0.254,0.5,*1/H
221,Carlos Ruiz\ruizca01,1.8,2016,37,TOT,NL,62,233,201,21,53,8,0,3,15.0,27,1.0,33.0,5.0,0.0,0.0,4.0,3.0,1.0,0.264,0.365,0.348,0.713,*2/HD
224,Carlos Torres\torreca01,0.0,2016,33,MIL,NL,72,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
225,Carlos Villanueva\villaca01,0.0,2016,32,SDP,NL,51,5,4,0,0,0,0,0,0.0,0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
227,Carson Kelly\kellyca02,0.0,2016,21,STL,NL,10,14,13,1,2,1,0,0,1.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.154,0.214,0.231,0.445,*2
230,Casey Kelly\kellyca01,0.0,2016,26,ATL,NL,10,3,2,0,0,0,0,0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*1
233,Cedric Hunter\huntece01,-0.8,2016,28,PHI,NL,13,36,34,3,3,0,0,1,1.0,2,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.088,0.139,0.176,0.315,*7/H9
234,Cesar Hernandez\hernace02,3.3,2016,26,PHI,NL,155,622,547,67,161,14,11,6,39.0,66,4.0,116.0,2.0,5.0,2.0,6.0,17.0,13.0,0.294,0.371,0.393,0.764,*4/H6
236,Cesar Vargas\vargace01,-0.1,2016,24,SDP,NL,7,9,8,0,0,0,0,0,0.0,0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/*1
237,Chad Bettis\bettich01,-0.4,2016,27,COL,NL,32,58,49,2,2,0,0,0,2.0,4,0.0,21.0,0.0,5.0,0.0,1.0,0.0,0.0,0.041,0.113,0.041,0.154,*1
240,Chad Kuhl\kuhlch01,-0.1,2016,23,PIT,NL,15,26,23,0,2,0,0,0,0.0,1,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.087,0.125,0.087,0.212,*1/H
242,Chad Qualls\quallch01,0.0,2016,37,COL,NL,44,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,*1
243,Charlie Blackmon\blackch02,4.4,2016,29,COL,NL,143,641,578,111,187,35,5,29,82.0,43,4.0,102.0,13.0,3.0,4.0,2.0,17.0,9.0,0.324,0.381,0.552,0.933,*8/H
244,Charlie Culberson\culbech01,0.4,2016,27,LAD,NL,34,68,67,6,19,3,0,1,7.0,1,0.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0,0.284,0.294,0.373,0.667,H64/57
245,Charlie Morton\mortoch02,0.0,2016,32,PHI,NL,4,7,6,1,1,0,0,0,0.0,0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.167,0.167,0.167,0.333,/*1
247,Chase Anderson\anderch01,-0.2,2016,28,MIL,NL,31,52,45,3,4,0,0,0,1.0,1,0.0,27.0,1.0,5.0,0.0,0.0,0.0,0.0,0.089,0.128,0.089,0.217,*1
248,Chase d'Arnaud\darnach01,0.1,2016,29,ATL,NL,84,262,233,24,57,14,2,1,21.0,23,1.0,50.0,3.0,0.0,3.0,5.0,9.0,3.0,0.245,0.317,0.335,0.652,H654/789
250,Chase Utley\utleych01,2.0,2016,37,LAD,NL,138,565,512,79,129,26,3,14,52.0,40,1.0,115.0,11.0,1.0,1.0,0.0,2.0,2.0,0.252,0.319,0.396,0.716,*4H/5
257,Chin-hui Tsao\tsaoch01,0.0,2016,35,LAD,NL,2,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,/*1
261,Chris Capuano\capuach01,0.1,2016,37,MIL,NL,16,1,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,*1
262,Chris Carter\cartech02,0.9,2016,29,MIL,NL,160,644,549,84,122,27,1,41,94.0,76,1.0,206.0,9.0,0.0,10.0,18.0,3.0,1.0,0.222,0.321,0.499,0.821,*3/HD
268,Chris Hatcher\hatchch02,0.1,2016,31,LAD,NL,37,3,3,0,1,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.667,*1
269,Chris Heisey\heisech01,0.0,2016,31,WSN,NL,83,155,139,18,30,3,1,9,17.0,13,0.0,44.0,2.0,0.0,1.0,0.0,0.0,1.0,0.216,0.29,0.446,0.736,*H79/8D
270,Chris Herrmann\herrmch01,1.3,2016,28,ARI,NL,56,166,148,21,42,5,4,6,28.0,16,1.0,44.0,0.0,1.0,1.0,2.0,4.0,0.0,0.284,0.352,0.493,0.845,*2H/9738
271,Chris Heston\hestoch01,0.0,2016,28,SFG,NL,4,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,/*1
273,Chris Johnson\johnsch05,-1.0,2016,31,MIA,NL,113,264,243,20,54,11,0,5,24.0,19,2.0,78.0,1.0,1.0,0.0,13.0,0.0,0.0,0.222,0.281,0.329,0.611,*3H5/7
