ID,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
20,Abel De Los Santos\delosab01,0.0,2015,22,WSN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
22,Adam Conley\conlead01,0.1,2015,25,MIA,NL,15,22,18,0,4,0,0,0,1,0,0,8,0,4,0,0,0,0,0.222,0.222,0.222,0.444,*1
23,Adam Duvall\duvalad01,0.1,2015,26,CIN,NL,27,72,64,6,14,2,0,5,9,6,1,26,2,0,0,0,0,0,0.219,0.306,0.484,0.79,*7/H3
27,Adam Liberatore\liberad01,0.0,2015,28,LAD,NL,39,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
28,Adam Lind\lindad01,3.1,2015,31,MIL,NL,149,572,502,72,139,32,0,20,87,66,11,100,1,0,3,7,0,0,0.277,0.36,0.46,0.82,*3H/D
29,Adam Loewen\loewead01,0.0,2015,31,PHI,NL,20,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667,*1
31,Adam Morgan\morgaad01,0.0,2015,25,PHI,NL,15,27,26,2,2,1,0,0,1,0,0,12,0,1,0,0,0,0,0.077,0.077,0.115,0.192,*1
32,Adam Ottavino\ottavad01,0.0,2015,29,COL,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
34,Adam Wainwright\wainwad01,-0.1,2015,33,STL,NL,7,10,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*1
37,Addison Reed\reedad01,0.0,2015,26,TOT,NL,55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
38,Addison Russell\russead02,3.3,2015,21,CHC,NL,142,523,475,60,115,29,1,13,54,42,2,149,3,1,2,8,4,3,0.242,0.307,0.389,0.696,*46/H
39,Adeiny Hechavarria\hechaad01,2.1,2015,26,MIA,NL,130,499,470,54,132,17,6,5,48,23,4,78,2,0,4,18,7,2,0.281,0.315,0.374,0.689,*6
40,Adonis Garcia\garciad01,0.6,2015,30,ATL,NL,58,198,191,20,53,12,0,10,26,5,0,35,0,0,2,9,0,0,0.277,0.293,0.497,0.79,*57/H
42,Adrian Gonzalez\gonzaad01,4.0,2015,33,LAD,NL,156,643,571,76,157,33,0,28,90,62,10,107,6,0,3,21,0,1,0.275,0.35,0.48,0.83,*3/HD
43,Adrian Houser\housead01,0.0,2015,22,MIL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
44,Akeel Morris\morriak01,,2015,22,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
47,Alberto Callaspo\callaal01,-0.8,2015,32,TOT,NL,97,261,230,20,54,7,0,1,15,28,1,34,0,1,2,6,0,0,0.235,0.315,0.278,0.594,*5H/4D
49,Alec Asher\asheral01,0.1,2015,23,PHI,NL,7,6,6,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0.333,0.333,0.5,0.833,/*1
54,Alex Dickerson\dickeal01,-0.1,2015,25,SDP,NL,11,8,8,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0.25,0.25,0.25,0.5,*H/7
56,Alex Guerrero\guerral01,-0.2,2015,28,LAD,NL,106,230,219,25,51,9,1,11,36,7,0,57,2,0,2,7,1,0,0.233,0.261,0.434,0.695,*H75/D
61,Alex Torres\torreal01,0.0,2015,27,NYM,NL,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
63,Alex Wood\woodal02,0.2,2015,24,TOT,NL,32,67,55,2,9,2,0,0,4,4,0,34,0,8,0,2,0,0,0.164,0.22,0.2,0.42,*1
65,Alexi Amarista\amarial01,-0.5,2015,26,SDP,NL,118,357,324,28,66,10,4,3,30,24,4,55,1,3,5,6,5,1,0.204,0.257,0.287,0.544,*6H74/851
71,Allen Webster\webstal01,0.0,2015,25,ARI,NL,9,11,11,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*1
72,Andre Ethier\ethiean01,2.7,2015,33,LAD,NL,142,445,395,54,116,20,7,14,53,43,2,75,4,0,3,11,2,3,0.294,0.366,0.486,0.852,*97H/8D
73,Andre Rienzo\rienzan01,0.0,2015,26,MIA,NL,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
74,Andrelton Simmons\simmoan01,4.0,2015,25,ATL,NL,147,583,535,60,142,23,2,4,44,39,6,48,6,1,2,19,5,3,0.265,0.321,0.338,0.66,*6/H
75,Andres Blanco\blancan01,1.5,2015,31,PHI,NL,106,261,233,32,68,22,3,7,25,21,0,44,4,3,0,11,1,1,0.292,0.36,0.502,0.863,H546/3
79,Andrew Cashner\cashnan01,-0.1,2015,28,SDP,NL,38,61,60,2,5,0,0,0,1,1,0,24,0,0,0,0,0,0,0.083,0.098,0.083,0.182,*1/H
80,Andrew Chafin\chafian01,0.0,2015,25,ARI,NL,66,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
83,Andrew Lambo\lamboan01,-0.4,2015,26,PIT,NL,20,27,25,1,1,1,0,0,0,2,0,8,0,0,0,0,0,0,0.04,0.111,0.08,0.191,*H/97
84,Andrew McCutchen\mccutan01,4.9,2015,28,PIT,NL,157,685,566,91,165,36,3,23,96,98,12,133,12,0,9,9,11,5,0.292,0.401,0.488,0.889,*8/DH
85,Andrew McKirahan\mckiran01,0.0,2015,25,ATL,NL,27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
88,Andrew Susac\susacan01,0.1,2015,25,SFG,NL,52,148,133,14,29,7,2,3,14,14,0,43,1,0,0,2,0,0,0.218,0.297,0.368,0.666,*2H
92,Angel Pagan\paganan01,-1.9,2015,33,SFG,NL,133,551,512,55,134,21,3,3,37,32,0,93,1,0,6,12,12,4,0.262,0.303,0.332,0.635,*8H/D
95,Anthony DeSclafani\desclan01,0.1,2015,25,CIN,NL,31,64,58,1,9,1,0,0,3,3,0,33,0,2,1,0,0,0,0.155,0.194,0.172,0.366,*1
98,Anthony Recker\reckean01,-0.8,2015,31,NYM,NL,32,92,80,6,10,1,0,2,5,11,2,35,1,0,0,1,1,0,0.125,0.239,0.213,0.452,*2/H35
99,Anthony Rendon\rendoan01,0.3,2015,25,WSN,NL,80,355,311,43,82,16,0,5,25,36,0,70,4,0,4,8,1,2,0.264,0.344,0.363,0.707,*45/H
100,Anthony Rizzo\rizzoan01,6.2,2015,25,CHC,NL,160,701,586,94,163,38,3,31,101,78,9,105,30,0,7,9,17,6,0.278,0.387,0.512,0.899,*3
103,Antonio Bastardo\bastaan01,0.0,2015,29,PIT,NL,66,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
104,Aramis Ramirez\ramirar01,-0.5,2015,37,TOT,NL,137,516,475,43,117,31,1,17,75,31,3,68,5,0,5,23,1,0,0.246,0.297,0.423,0.72,*5H/3D
105,Archie Bradley\bradlar01,-0.1,2015,22,ARI,NL,8,14,14,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0.143,0.143,0.143,0.286,/*1
106,Ariel Pena\penaar01,-0.1,2015,26,MIL,NL,6,7,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*1
107,Arismendy Alcantara\alcanar01,-0.1,2015,23,CHC,NL,11,32,26,5,2,0,0,0,1,5,0,11,0,1,0,0,1,0,0.077,0.226,0.077,0.303,/*4H5
109,Arodys Vizcaino\vizcaar01,0.0,2015,24,ATL,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
110,Aroldis Chapman\chapmar01,0.1,2015,27,CIN,NL,65,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
111,Arquimedes Caminero\caminar01,0.0,2015,28,PIT,NL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
115,Austin Barnes\barneau01,0.1,2015,25,LAD,NL,20,37,29,4,6,2,0,0,1,6,0,6,1,1,0,2,1,0,0.207,0.361,0.276,0.637,*2/H45
116,Austin Hedges\hedgeau01,-0.2,2015,22,SDP,NL,56,152,137,13,23,2,0,3,11,8,1,38,1,3,3,1,0,0,0.168,0.215,0.248,0.463,*2/H
121,Bartolo Colon\colonba01,-0.1,2015,42,NYM,NL,33,64,58,2,8,1,0,0,4,0,0,24,1,4,1,2,0,0,0.138,0.15,0.155,0.305,*1
122,Ben Paulsen\paulsbe01,0.8,2015,27,COL,NL,116,354,325,42,90,19,4,11,49,23,0,92,2,1,3,5,1,2,0.277,0.326,0.462,0.787,*3H7/9
127,Billy Hamilton\hamilbi02,1.0,2015,24,CIN,NL,114,454,412,56,93,8,3,4,28,28,0,75,1,9,4,5,57,8,0.226,0.274,0.289,0.563,*8/H
131,Blake Treinen\treinbl01,0.0,2015,27,WSN,NL,60,4,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,*1
133,Bobby LaFromboise\lafrobo01,0.0,2015,29,PIT,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
134,Bobby Parnell\parnebo01,0.0,2015,30,NYM,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
136,Boone Logan\loganbo02,0.0,2015,30,COL,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
139,Brad Hand\handbr01,-0.1,2015,25,MIA,NL,38,23,17,1,2,0,0,0,2,0,0,5,0,6,0,0,0,0,0.118,0.118,0.118,0.235,*1
143,Brad Ziegler\zieglbr01,0.0,2015,35,ARI,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
145,Brandon Barnes\barnebr02,-1.0,2015,29,COL,NL,106,281,255,30,64,13,2,2,17,21,3,67,3,1,1,6,4,2,0.251,0.314,0.341,0.655,*79H8
146,Brandon Beachy\beachbr01,0.0,2015,28,LAD,NL,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*1
147,Brandon Belt\beltbr01,3.9,2015,27,SFG,NL,137,556,492,73,138,33,5,18,68,56,2,147,4,0,4,3,9,3,0.28,0.356,0.478,0.834,*37/H
148,Brandon Crawford\crawfbr01,5.6,2015,28,SFG,NL,143,561,507,65,130,33,4,21,84,39,9,119,11,0,4,18,6,4,0.256,0.321,0.462,0.782,*6/H
149,Brandon Cunniff\cunnibr02,0.0,2015,26,ATL,NL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
150,Brandon Drury\drurybr01,-0.2,2015,22,ARI,NL,20,59,56,3,12,3,0,2,8,2,0,8,1,0,0,5,0,0,0.214,0.254,0.375,0.629,*5/4H6
154,Brandon Kintzler\kintzbr01,0.0,2015,30,MIL,NL,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*1
155,Brandon Maurer\maurebr01,0.0,2015,24,SDP,NL,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
156,Brandon McCarthy\mccarbr01,0.0,2015,31,LAD,NL,4,9,6,0,0,0,0,0,1,1,0,5,0,2,0,0,0,0,0.0,0.143,0.0,0.143,/*1
157,Brandon Morrow\morrobr01,-0.1,2015,30,SDP,NL,5,10,9,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0.0,0.1,0.0,0.1,/*1
159,Brandon Phillips\phillbr01,3.5,2015,34,CIN,NL,148,623,588,69,173,19,2,12,70,27,1,68,4,1,3,13,23,3,0.294,0.328,0.395,0.723,*4/H6
160,Brayan Pena\penabr01,0.4,2015,33,CIN,NL,108,367,333,17,91,17,0,0,18,29,1,34,2,2,1,10,2,0,0.273,0.334,0.324,0.659,*2H/3D
162,Brennan Boesch\boescbr01,-1.3,2015,30,CIN,NL,51,94,89,4,13,2,0,1,5,4,0,30,1,0,0,0,1,0,0.146,0.191,0.202,0.394,*H/798D
163,Brent Morel\morelbr01,0.0,2015,28,PIT,NL,3,7,7,1,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0.286,0.286,0.429,0.714,/*5H
164,Brett Anderson\anderbr04,-0.1,2015,27,LAD,NL,31,61,47,1,4,1,0,0,3,5,0,32,0,9,0,2,0,0,0.085,0.173,0.106,0.279,*1
165,Brett Bochy\bochybr02,0.0,2015,27,SFG,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
171,Brett Wallace\wallabr01,0.6,2015,28,SDP,NL,64,107,96,14,29,6,0,5,16,10,1,31,1,0,0,1,0,0,0.302,0.374,0.521,0.895,*H3/5D
172,Brian Bogusevic\bogusbr01,0.1,2015,31,PHI,NL,22,61,58,9,15,3,0,2,5,3,0,21,0,0,0,1,2,0,0.259,0.295,0.414,0.709,*9/H7
175,Brian Ellington\ellinbr02,0.0,2015,24,MIA,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
179,Brian Schlitter\schlibr01,0.0,2015,29,CHC,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
181,Brooks Brown\brownbr02,0.0,2015,30,COL,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
187,Bryan Morris\morribr01,0.0,2015,28,MIA,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
189,Bryce Harper\harpebr03,9.9,2015,22,WSN,NL,153,654,521,118,172,38,1,42,99,124,15,131,5,0,4,15,6,4,0.33,0.46,0.649,1.109,*98/D
192,Buddy Carlyle\carlybu01,0.0,2015,37,NYM,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
193,Burke Badenhop\badenbu01,0.0,2015,32,CIN,NL,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
194,Buster Posey\poseybu01,6.1,2015,28,SFG,NL,150,623,557,74,177,28,0,19,95,56,10,52,3,0,7,17,2,0,0.318,0.379,0.47,0.849,*23/HD
204,Cameron Maybin\maybica01,0.6,2015,28,ATL,NL,141,555,505,65,135,18,2,10,59,45,1,102,1,1,3,16,23,6,0.267,0.327,0.37,0.697,*8/H
205,Cameron Rupp\ruppca01,1.0,2015,26,PHI,NL,81,299,270,24,63,9,1,9,28,24,5,71,3,0,2,8,0,1,0.233,0.301,0.374,0.675,*2/H
206,Carl Crawford\crawfca02,-0.1,2015,33,LAD,NL,69,193,181,19,48,9,2,4,16,10,1,41,0,0,0,3,10,2,0.265,0.304,0.403,0.707,*7H/D
207,Carl Edwards\edwarca01,0.0,2015,23,CHC,NL,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*1
210,Carlos Contreras\contrca01,0.0,2015,24,CIN,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
213,Carlos Frias\friasca01,-0.1,2015,25,LAD,NL,17,24,21,1,1,0,0,0,0,1,0,12,1,1,0,0,0,0,0.048,0.13,0.048,0.178,*1
215,Carlos Gonzalez\gonzaca01,3.1,2015,29,COL,NL,153,608,554,87,150,25,2,40,97,46,6,133,1,1,6,11,2,0,0.271,0.325,0.54,0.864,*9/H
216,Carlos Martinez\martica04,0.0,2015,23,STL,NL,32,63,56,2,8,2,0,0,0,1,0,23,1,5,0,1,0,0,0.143,0.172,0.179,0.351,*1/H
220,Carlos Ruiz\ruizca01,-0.8,2015,36,PHI,NL,86,320,284,23,60,13,1,2,22,28,2,43,4,3,1,13,1,1,0.211,0.29,0.285,0.575,*2/H
223,Carlos Torres\torreca01,0.1,2015,32,NYM,NL,59,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,*1
224,Carlos Villanueva\villaca01,-0.1,2015,31,STL,NL,35,11,8,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0.0,0.0,0.0,0.0,*1
227,Carter Capps\cappsca01,0.1,2015,24,MIA,NL,30,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,*1
229,Casey Janssen\janssca01,0.0,2015,33,WSN,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
230,Casey Kelly\kellyca01,0.0,2015,25,SDP,NL,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,/*1
231,Casey McGehee\mcgehca01,-1.2,2015,32,TOT,NL,109,258,237,14,47,12,0,2,20,21,0,50,0,0,0,18,1,1,0.198,0.264,0.274,0.538,H53/D
232,Casey Sadler\sadleca02,0.0,2015,24,PIT,NL,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,/*1
235,Cesar Hernandez\hernace02,0.9,2015,25,PHI,NL,127,452,405,57,110,20,4,1,35,40,1,86,2,4,1,6,19,5,0.272,0.339,0.348,0.687,*4H65
236,Cesar Jimenez\jimence01,0.0,2015,30,TOT,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
238,Chad Bettis\bettich01,0.0,2015,26,COL,NL,20,33,29,2,2,0,0,0,1,4,0,13,0,0,0,0,0,0,0.069,0.182,0.069,0.251,*1
239,Chad Billingsley\billich01,0.1,2015,30,PHI,NL,7,14,13,2,1,0,0,1,1,0,0,5,0,1,0,1,0,0,0.077,0.077,0.308,0.385,/*1
243,Charlie Blackmon\blackch02,2.4,2015,28,COL,NL,157,682,614,93,176,31,9,17,58,46,2,112,13,5,4,4,43,13,0.287,0.347,0.45,0.797,*87/9H
245,Charlie Morton\mortoch02,-0.4,2015,31,PIT,NL,23,43,36,0,1,0,0,0,1,1,0,18,0,6,0,0,0,0,0.028,0.054,0.028,0.082,*1
246,Chase Anderson\anderch01,-0.3,2015,27,ARI,NL,28,57,48,0,5,0,0,0,3,1,0,23,0,8,0,2,0,0,0.104,0.122,0.104,0.227,*1/H
247,Chase d'Arnaud\darnach01,-0.2,2015,28,PHI,NL,11,18,17,2,3,0,1,0,0,1,0,7,0,0,0,0,0,1,0.176,0.222,0.294,0.516,/*H65
249,Chase Utley\utleych01,0.4,2015,36,TOT,NL,107,423,373,37,79,21,2,8,39,32,4,64,10,0,8,7,4,0,0.212,0.286,0.343,0.629,*4H/3D5
255,Chin-hui Tsao\tsaoch01,0.1,2015,34,LAD,NL,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,/*1
261,Chris Coghlan\coghlch01,1.9,2015,30,CHC,NL,148,503,440,64,110,25,6,16,41,58,6,94,3,1,1,8,11,2,0.25,0.341,0.443,0.784,*7H94/35
264,Chris Denorfia\denorch01,-0.3,2015,34,CHC,NL,103,231,212,18,57,11,1,3,18,15,1,56,1,2,1,7,0,1,0.269,0.319,0.373,0.691,7H9/81
265,Chris Dominguez\dominch01,0.1,2015,28,CIN,NL,14,23,23,2,6,1,1,1,3,0,0,12,0,0,0,0,0,0,0.261,0.261,0.522,0.783,/*H379
267,Chris Hatcher\hatchch02,0.0,2015,30,LAD,NL,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
268,Chris Heisey\heisech01,0.1,2015,30,LAD,NL,33,72,55,8,10,2,0,2,9,15,2,17,0,0,2,1,0,1,0.182,0.347,0.327,0.674,798/H
270,Chris Heston\hestoch01,0.1,2015,27,SFG,NL,31,58,51,1,10,2,0,0,3,0,0,18,0,7,0,1,0,0,0.196,0.196,0.235,0.431,*1
274,Chris Narveson\narvech01,-0.1,2015,33,MIA,NL,15,7,6,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0.0,0.0,0.0,*1
275,Chris Owings\owingch01,-0.7,2015,23,ARI,NL,147,552,515,59,117,27,5,4,43,26,3,144,1,7,3,9,16,4,0.227,0.264,0.322,0.587,*46H
277,Chris Rearick\rearich01,0.0,2015,27,SDP,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
278,Chris Reed\reedch01,0.0,2015,25,MIA,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
279,Chris Rusin\rusinch01,0.2,2015,28,COL,NL,27,50,46,5,10,0,0,1,4,0,0,7,0,4,0,0,0,0,0.217,0.217,0.283,0.5,*1/H
281,Chris Stewart\stewach01,0.4,2015,33,PIT,NL,58,172,159,9,46,8,0,0,15,6,0,29,2,3,2,3,0,0,0.289,0.32,0.34,0.659,*2H
284,Chris Volstad\volstch01,0.0,2015,28,PIT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
287,Christian Bergman\bergmch01,0.1,2015,27,COL,NL,30,15,12,1,2,0,0,0,0,1,0,4,0,2,0,0,0,0,0.167,0.231,0.167,0.397,*1
288,Christian Bethancourt\bethach01,-0.1,2015,23,ATL,NL,48,160,155,16,31,8,0,2,12,5,1,33,0,0,0,7,1,1,0.2,0.225,0.29,0.515,*2/H
290,Christian Friedrich\friedch01,0.0,2015,27,COL,NL,68,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
292,Christian Yelich\yelicch01,3.5,2015,23,MIA,NL,126,525,476,63,143,30,2,7,44,47,2,101,2,0,0,13,16,5,0.3,0.366,0.416,0.782,*78/H
294,Clayton Kershaw\kershcl01,0.1,2015,27,LAD,NL,34,79,71,2,9,2,0,0,2,2,0,23,1,5,0,2,0,0,0.127,0.162,0.155,0.317,*1/H
295,Clayton Richard\richacl01,0.1,2015,31,CHC,NL,23,15,14,1,2,2,0,0,3,1,0,6,0,0,0,0,0,0,0.143,0.2,0.286,0.486,*1
297,Clint Barmes\barmecl01,0.2,2015,36,SDP,NL,98,224,207,24,48,14,1,3,16,10,2,55,4,3,0,0,0,1,0.232,0.281,0.353,0.633,*6H/3
298,Clint Robinson\robincl01,0.2,2015,30,WSN,NL,126,352,309,44,84,15,1,10,34,37,4,52,5,0,1,6,0,0,0.272,0.358,0.424,0.782,3H79/D1
302,Cody Asche\ascheco01,-1.1,2015,25,PHI,NL,129,456,425,41,104,22,3,12,39,26,3,111,4,0,1,4,1,2,0.245,0.294,0.395,0.689,75H
303,Cody Decker\deckeco01,-0.3,2015,28,SDP,NL,8,12,11,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0.0,0.0,0.0,0.0,/*H3
304,Cody Hall\hallco01,0.0,2015,27,SFG,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
307,Cody Stanley\stanlco01,0.0,2015,26,STL,NL,9,10,10,2,4,1,0,0,3,0,0,3,0,0,0,0,0,0,0.4,0.4,0.5,0.9,/*H2
311,Cole Gillespie\gilleco01,0.4,2015,31,MIA,NL,67,157,145,17,42,10,2,2,16,10,0,27,0,1,1,5,4,1,0.29,0.333,0.428,0.761,89H7
313,Colin Rea\reaco01,0.1,2015,24,SDP,NL,7,12,9,2,2,1,0,0,0,1,0,4,0,2,0,0,0,0,0.222,0.3,0.333,0.633,/*1H
314,Collin Balester\balesco01,0.0,2015,29,CIN,NL,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
318,Colton Murray\murraco02,0.0,2015,25,PHI,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
320,Corey Dickerson\dickeco01,0.5,2015,26,COL,NL,65,234,224,30,68,18,2,10,31,10,0,56,0,0,0,3,0,1,0.304,0.333,0.536,0.869,*7/H8D
321,Corey Hart\hartco01,-0.5,2015,33,PIT,NL,35,57,54,3,12,1,0,2,9,1,1,19,1,0,1,5,0,0,0.222,0.246,0.352,0.597,*H/39D
323,Corey Knebel\knebeco01,0.0,2015,23,MIL,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
324,Corey Seager\seageco01,1.8,2015,21,LAD,NL,27,113,98,17,33,8,1,4,17,14,1,19,1,0,0,2,2,0,0.337,0.425,0.561,0.986,*6/5H
325,Cory Gearrin\gearrco01,0.0,2015,29,SFG,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
326,Cory Mazzoni\mazzoco01,0.0,2015,25,SDP,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
328,Cory Spangenberg\spangco01,2.1,2015,24,SDP,NL,108,345,303,38,82,17,5,4,21,28,1,75,2,8,3,4,9,4,0.271,0.333,0.399,0.733,*4H5/978D
