ID,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
58,Alfredo Marte\marteal01,-0.4,2013,24,ARI,NL,22,48,43,4,8,3,0,0,4,4,0,12,1,0,0,0,0,0,0.186,0.271,0.256,0.527,*H/79D
59,Alfredo Simon\simonal01,0.0,2013,32,CIN,NL,63,7,7,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0.143,0.143,0.143,0.286,*1
60,Allen Craig\craigal01,2.1,2013,28,STL,NL,134,563,508,71,160,29,2,13,97,40,2,100,10,0,5,12,2,0,0.315,0.373,0.457,0.83,*379/HD
62,Andre Ethier\ethiean01,2.7,2013,31,LAD,NL,142,553,482,54,131,33,2,12,52,61,11,95,7,0,3,9,4,3,0.272,0.36,0.423,0.783,*89/H7D
64,Andrelton Simmons\simmoan01,7.0,2013,23,ATL,NL,157,658,606,76,150,27,6,17,59,40,1,55,3,5,4,16,6,5,0.248,0.296,0.396,0.692,*6/H
65,Andres Torres\torrean02,-0.2,2013,35,SFG,NL,103,300,272,33,68,17,1,2,21,22,1,61,0,2,4,7,4,3,0.25,0.302,0.342,0.644,*78H/9
68,Andrew Brown\brownan02,0.4,2013,28,NYM,NL,68,165,150,16,34,5,0,7,24,13,0,44,0,2,0,3,1,0,0.227,0.288,0.4,0.688,H97/D3
69,Andrew Cashner\cashnan01,0.7,2013,26,SDP,NL,34,60,53,7,13,1,0,1,3,1,0,25,0,6,0,0,2,0,0.245,0.259,0.321,0.58,*1/H
70,Andrew Lambo\lamboan01,-0.2,2013,24,PIT,NL,18,33,30,4,7,2,0,1,2,3,0,11,0,0,0,0,0,1,0.233,0.303,0.4,0.703,*H/97
71,Andrew McCutchen\mccutan01,8.1,2013,26,PIT,NL,157,674,583,97,185,38,5,21,84,78,12,101,9,0,4,13,27,10,0.317,0.404,0.508,0.911,*8/HD
78,Angel Pagan\paganan01,0.8,2013,31,SFG,NL,71,305,280,44,79,16,3,5,30,23,0,36,0,0,2,1,9,4,0.282,0.334,0.414,0.749,*8/H
81,Anthony Bass\bassan01,0.0,2013,25,SDP,NL,24,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
83,Anthony Recker\reckean01,0.6,2013,29,NYM,NL,50,151,135,17,29,7,0,6,19,13,1,49,0,1,2,1,0,1,0.215,0.28,0.4,0.68,*2H/1D
84,Anthony Rendon\rendoan01,-0.1,2013,23,WSN,NL,98,394,351,40,93,23,1,7,35,31,3,69,5,2,5,7,1,1,0.265,0.329,0.396,0.725,*45/6H
85,Anthony Rizzo\rizzoan01,2.8,2013,23,CHC,NL,160,690,606,71,141,40,2,23,80,76,7,127,6,0,2,12,6,5,0.233,0.323,0.419,0.742,*3/H
87,Anthony Varvaro\varvaan01,0.0,2013,28,ATL,NL,62,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
88,Antonio Bastardo\bastaan01,0.0,2013,27,PHI,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
89,Aramis Ramirez\ramirar01,0.6,2013,35,MIL,NL,92,351,304,43,86,18,0,12,49,36,0,55,8,0,3,8,0,1,0.283,0.37,0.461,0.831,*5/HD
90,Aroldis Chapman\chapmar01,0.0,2013,25,CIN,NL,68,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
91,Arquimedes Caminero\caminar01,0.0,2013,26,MIA,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
93,Audry Perez\perezau01,0.0,2013,24,STL,NL,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*2*H
95,Austin Kearns\kearnau01,-0.2,2013,33,MIA,NL,19,31,27,3,5,0,0,0,0,4,0,8,0,0,0,1,0,0,0.185,0.29,0.185,0.476,*H/97
98,B.J. Rosenberg\rosenbj01,0.0,2013,27,PHI,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
100,Barry Zito\zitoba01,0.0,2013,35,SFG,NL,30,43,34,3,5,0,0,0,2,0,0,8,0,9,0,1,0,0,0.147,0.147,0.147,0.294,*1
103,Ben Revere\reverbe01,0.8,2013,25,PHI,NL,88,336,315,37,96,9,3,0,17,16,1,36,0,5,0,10,22,8,0.305,0.338,0.352,0.691,*8/H
107,Billy Hamilton\hamilbi02,0.7,2013,22,CIN,NL,13,22,19,9,7,2,0,0,1,2,0,4,0,1,0,0,13,1,0.368,0.429,0.474,0.902,/*H*8
109,Blake DeWitt\dewitbl01,0.1,2013,27,ATL,NL,4,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.333,0.333,0.667,1.0,/*H5
110,Blake Lalli\lallibl01,-0.5,2013,30,MIL,NL,16,24,24,1,3,0,0,0,2,0,0,7,0,0,0,0,0,0,0.125,0.125,0.125,0.25,*H/32
111,Blake Parker\parkebl01,0.0,2013,28,CHC,NL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
115,Bobby Parnell\parnebo01,0.0,2013,28,NYM,NL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
117,Brad Boxberger\boxbebr01,0.0,2013,25,SDP,NL,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
118,Brad Brach\brachbr01,0.0,2013,27,SDP,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
119,Brad Hand\handbr01,-0.1,2013,23,MIA,NL,7,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,/*1
124,Brad Ziegler\zieglbr01,0.0,2013,33,ARI,NL,78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
127,Brandon Beachy\beachbr01,0.0,2013,26,ATL,NL,5,12,8,1,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0.125,0.222,0.125,0.347,/*1
128,Brandon Belt\beltbr01,4.2,2013,25,SFG,NL,150,571,509,76,147,39,4,17,67,52,4,125,6,1,3,4,5,2,0.289,0.36,0.481,0.841,*3H
129,Brandon Crawford\crawfbr01,2.2,2013,26,SFG,NL,149,550,499,52,124,24,3,9,43,42,6,96,5,1,3,10,1,2,0.248,0.311,0.363,0.674,*6/H
130,Brandon Cumpton\cumptbr01,0.0,2013,24,PIT,NL,6,12,9,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0.0,0.1,0.0,0.1,/*1
132,Brandon Inge\ingebr01,-0.5,2013,36,PIT,NL,50,110,105,5,19,3,0,1,7,2,0,32,1,2,0,2,0,0,0.181,0.204,0.238,0.442,H45/936
133,Brandon Kintzler\kintzbr01,0.0,2013,28,MIL,NL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
135,Brandon League\leagubr01,0.1,2013,30,LAD,NL,58,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,*1
136,Brandon Lyon\lyonbr01,0.0,2013,33,NYM,NL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
138,Brandon McCarthy\mccarbr01,-0.3,2013,29,ARI,NL,22,42,37,0,1,0,0,0,0,3,0,15,0,2,0,0,0,0,0.027,0.1,0.027,0.127,*1
141,Brandon Phillips\phillbr01,1.8,2013,32,CIN,NL,151,666,606,80,158,24,2,18,103,39,6,98,8,4,9,19,5,3,0.261,0.31,0.396,0.706,*4
159,Brett Pill\pillbr01,0.1,2013,28,SFG,NL,48,92,85,11,19,4,0,3,12,5,0,17,1,0,1,5,0,0,0.224,0.272,0.376,0.648,*H3/7
161,Brian Bogusevic\bogusbr01,0.2,2013,29,CHC,NL,47,155,143,18,39,7,1,6,16,10,1,35,1,0,1,4,2,0,0.273,0.323,0.462,0.784,*7H8/9
164,Brian Flynn\flynnbr01,0.1,2013,23,MIA,NL,4,6,5,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0.4,0.4,0.4,0.8,/*1
166,Brian McCann\mccanbr01,2.3,2013,29,ATL,NL,102,402,356,43,91,13,0,20,57,39,3,66,5,0,2,9,0,1,0.256,0.336,0.461,0.796,*2/HD
169,Brian Wilson\wilsobr01,0.0,2013,31,LAD,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
171,Brock Peterson\peterbr02,-0.3,2013,29,STL,NL,23,28,26,0,2,0,0,0,2,2,0,11,0,0,0,0,0,0,0.077,0.143,0.077,0.22,*H/73
172,Bronson Arroyo\arroybr01,-0.5,2013,36,CIN,NL,32,75,59,0,4,0,0,0,0,0,0,26,0,16,0,1,0,0,0.068,0.068,0.068,0.136,*1
173,Brooks Raley\raleybr01,-0.1,2013,25,CHC,NL,9,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,/*1
178,Bryan Morris\morribr01,0.0,2013,26,PIT,NL,55,5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.4,*1
180,Bryce Harper\harpebr03,3.7,2013,20,WSN,NL,118,497,424,71,116,24,3,20,58,61,4,94,5,3,4,4,11,4,0.274,0.368,0.486,0.854,*79/8H
183,Burch Smith\smithbu03,0.0,2013,23,SDP,NL,10,10,9,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.111,0.2,0.111,0.311,*1
184,Burke Badenhop\badenbu01,0.0,2013,30,MIL,NL,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
185,Buster Posey\poseybu01,4.9,2013,26,SFG,NL,148,595,520,61,153,34,1,15,72,60,8,70,8,0,7,15,2,1,0.294,0.371,0.45,0.821,*23/DH
188,Caleb Gindl\gindlca01,0.5,2013,24,MIL,NL,57,155,132,17,32,7,2,5,14,20,1,25,0,2,1,0,2,1,0.242,0.34,0.439,0.779,*7H/9
190,Cameron Maybin\maybica01,-0.8,2013,26,SDP,NL,14,57,51,7,8,1,0,1,5,4,1,9,1,1,0,3,4,1,0.157,0.232,0.235,0.467,*8
191,Cameron Rupp\ruppca01,0.2,2013,24,PHI,NL,4,14,13,1,4,1,0,0,2,1,0,4,0,0,0,0,0,0,0.308,0.357,0.385,0.742,/*2H
192,Carl Crawford\crawfca02,1.6,2013,31,LAD,NL,116,469,435,62,123,30,3,6,31,28,2,66,3,0,2,4,15,4,0.283,0.329,0.407,0.736,*7H/D
193,Carlos Beltran\beltrca01,2.3,2013,36,STL,NL,145,600,554,79,164,30,3,24,84,38,1,90,1,1,6,12,2,1,0.296,0.339,0.491,0.83,*9/HD
196,Carlos Gomez\gomezca01,8.5,2013,27,MIL,NL,147,590,536,80,152,27,10,24,73,37,2,146,10,1,6,11,40,7,0.284,0.338,0.506,0.843,*8/H
197,Carlos Gonzalez\gonzaca01,4.9,2013,27,COL,NL,110,436,391,72,118,23,6,26,70,41,2,118,1,0,3,7,21,3,0.302,0.367,0.591,0.958,*7/HD
198,Carlos Marmol\marmoca01,0.0,2013,30,TOT,NL,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
199,Carlos Martinez\martica04,0.0,2013,21,STL,NL,21,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
202,Carlos Quentin\quentca01,2.0,2013,30,SDP,NL,82,320,276,42,76,21,0,13,44,31,0,55,9,0,4,7,0,0,0.275,0.363,0.493,0.855,*7/HD
203,Carlos Ruiz\ruizca01,1.7,2013,34,PHI,NL,92,341,310,30,83,16,0,5,37,18,3,39,7,4,2,11,1,0,0.268,0.32,0.368,0.688,*2/H
205,Carlos Torres\torreca01,-0.1,2013,30,NYM,NL,33,18,16,0,1,0,0,0,1,1,0,8,0,1,0,0,0,0,0.063,0.118,0.063,0.18,*1
207,Carlos Villanueva\villaca01,-0.1,2013,29,CHC,NL,47,34,32,2,5,0,0,0,1,0,0,15,0,2,0,0,0,0,0.156,0.156,0.156,0.313,*1
211,Casey Kotchman\kotchca01,-0.7,2013,30,MIA,NL,6,21,20,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0,0.048,0.0,0.048,/*3
215,Cesar Hernandez\hernace02,-0.4,2013,23,PHI,NL,34,131,121,17,35,5,0,0,10,9,0,26,1,0,0,2,0,3,0.289,0.344,0.331,0.674,*84/H
216,Cesar Izturis\izturce01,0.4,2013,33,CIN,NL,63,142,129,6,27,8,0,0,11,9,2,13,0,3,1,5,0,0,0.209,0.259,0.271,0.53,6H4/5
217,Cesar Jimenez\jimence01,0.0,2013,28,PHI,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
219,Chad Bettis\bettich01,0.0,2013,24,COL,NL,17,14,11,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0.0,0.0,0.0,0.0,*1/H
220,Chad Billingsley\billich01,-0.1,2013,28,LAD,NL,2,5,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0.0,0.0,0.0,0.0,/*1
221,Chad Durbin\durbich01,0.0,2013,35,PHI,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
222,Chad Gaudin\gaudich01,-0.1,2013,30,SFG,NL,30,29,25,0,1,0,0,0,1,2,0,14,0,2,0,0,0,0,0.04,0.111,0.04,0.151,*1
224,Chad Qualls\quallch01,0.0,2013,34,MIA,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
225,Chad Tracy\tracych01,-0.7,2013,33,WSN,NL,92,136,129,6,26,4,0,4,11,7,0,25,0,0,0,2,0,2,0.202,0.243,0.326,0.568,*H53/D
227,Chang-Yong Lim\limch01,0.0,2013,37,CHC,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
228,Charles Brewer\brewech01,0.0,2013,25,ARI,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
230,Charlie Blackmon\blackch02,0.8,2013,26,COL,NL,82,258,246,35,76,17,2,6,22,7,0,49,3,2,0,1,7,0,0.309,0.336,0.467,0.803,987H
231,Charlie Culberson\culbech01,-0.4,2013,24,COL,NL,47,104,99,12,29,5,0,2,12,4,1,23,0,0,1,5,5,1,0.293,0.317,0.404,0.721,*7H/4
233,Charlie Morton\mortoch02,-0.1,2013,29,PIT,NL,20,38,36,1,5,0,0,0,1,0,0,11,0,2,0,0,0,0,0.139,0.139,0.139,0.278,*1
234,Chase Headley\headlch01,3.4,2013,29,SDP,NL,141,600,520,59,130,35,2,13,50,67,7,142,11,0,2,9,8,4,0.25,0.347,0.4,0.747,*5/H
235,Chase Utley\utleych01,3.6,2013,34,PHI,NL,131,531,476,73,135,25,6,18,69,45,4,79,5,0,5,12,8,3,0.284,0.348,0.475,0.823,*4/HD
236,Chaz Roe\roech01,0.0,2013,26,ARI,NL,21,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
241,Chris Capuano\capuach01,-0.1,2013,34,LAD,NL,24,29,24,1,1,0,0,0,0,1,0,8,0,4,0,0,0,0,0.042,0.08,0.042,0.122,*1
243,Chris Coghlan\coghlch01,-0.4,2013,28,MIA,NL,70,214,195,10,50,10,3,1,10,17,1,43,1,0,1,2,2,0,0.256,0.318,0.354,0.672,H78/594D
246,Chris Denorfia\denorch01,4.3,2013,32,SDP,NL,144,520,473,67,132,21,2,10,47,42,2,84,1,0,4,13,11,0,0.279,0.337,0.395,0.732,*978H/D
251,Chris Hatcher\hatchch02,0.0,2013,28,MIA,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
252,Chris Heisey\heisech01,0.7,2013,28,CIN,NL,87,244,224,29,53,11,1,9,23,9,0,51,5,4,2,4,3,0,0.237,0.279,0.415,0.694,*7H/9D8
255,Chris Johnson\johnsch05,2.1,2013,28,ATL,NL,142,547,514,54,165,34,0,12,68,29,5,116,2,0,2,20,0,0,0.321,0.358,0.457,0.816,*53/H
256,Chris Leroux\lerouch01,0.0,2013,29,PIT,NL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*1
257,Chris Marrero\marrech01,-0.3,2013,24,WSN,NL,8,16,16,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0.125,0.125,0.125,0.25,/*H3D
259,Chris Narveson\narvech01,0.0,2013,31,MIL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
261,Chris Owings\owingch01,0.3,2013,21,ARI,NL,20,61,55,5,16,5,0,0,5,6,1,10,0,0,0,0,2,0,0.291,0.361,0.382,0.742,*6/H4
265,Chris Robinson\robinch02,0.0,2013,29,SDP,NL,8,12,12,1,2,0,0,1,3,0,0,3,0,0,0,0,0,0,0.167,0.167,0.417,0.583,/*H2
266,Chris Rusin\rusinch01,-0.1,2013,26,CHC,NL,13,21,19,1,2,0,0,0,2,0,0,3,0,2,0,0,0,0,0.105,0.105,0.105,0.211,*1
271,Chris Valaika\valaich01,-0.7,2013,27,MIA,NL,22,70,64,4,14,5,0,1,9,3,0,16,1,1,1,2,0,0,0.219,0.261,0.344,0.605,/64H53
272,Chris Volstad\volstch01,0.0,2013,26,COL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
273,Chris Withrow\withrch01,0.0,2013,24,LAD,NL,26,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,*1
275,Christian Bethancourt\bethach01,0.0,2013,21,ATL,NL,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/*H
276,Christian Yelich\yelicch01,1.4,2013,21,MIA,NL,62,273,240,34,69,12,1,4,16,31,1,66,1,0,1,4,10,0,0.288,0.37,0.396,0.766,*7/8H
279,Clayton Kershaw\kershcl01,0.5,2013,25,LAD,NL,35,92,77,8,14,3,0,1,10,5,0,24,1,9,0,3,0,0,0.182,0.241,0.26,0.501,*1/H
281,Clayton Richard\richacl01,0.1,2013,29,SDP,NL,14,15,14,1,3,0,0,0,1,0,0,5,0,1,0,0,0,0,0.214,0.214,0.214,0.429,*1/H
283,Cliff Lee\leecl02,0.3,2013,34,PHI,NL,34,72,60,5,11,1,1,0,6,2,0,25,0,10,0,0,0,2,0.183,0.21,0.233,0.443,*1/H
284,Cliff Pennington\pennicl01,1.8,2013,29,ARI,NL,96,299,269,25,65,13,1,1,18,26,5,54,1,2,1,7,2,0,0.242,0.31,0.309,0.618,*64H/5
285,Clint Barmes\barmecl01,1.0,2013,34,PIT,NL,108,330,304,22,64,15,0,5,23,14,3,70,2,9,1,5,0,0,0.211,0.249,0.309,0.558,*6/H
288,Cody Asche\ascheco01,-0.2,2013,23,PHI,NL,50,179,162,18,38,8,1,5,22,15,3,43,1,0,1,1,1,0,0.235,0.302,0.389,0.691,*5/H
291,Cody Ransom\ransoco01,0.8,2013,37,TOT,NL,62,193,169,21,32,10,1,9,20,22,0,62,1,1,0,4,0,0,0.189,0.286,0.42,0.707,*5H/36
292,Cody Ross\rossco01,2.5,2013,32,ARI,NL,94,351,317,33,88,17,1,8,38,25,1,50,3,1,5,10,3,2,0.278,0.331,0.413,0.745,79H
295,Cole Gillespie\gilleco01,-0.1,2013,29,TOT,NL,28,69,59,6,12,2,0,0,4,7,1,13,1,1,1,2,0,0,0.203,0.294,0.237,0.531,9H/78
296,Cole Hamels\hamelco01,0.1,2013,29,PHI,NL,33,71,56,4,10,1,1,0,5,1,0,24,1,13,0,0,0,1,0.179,0.207,0.232,0.439,*1
298,Collin McHugh\mchugco01,0.0,2013,26,TOT,NL,7,6,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.167,0.167,0.167,0.333,/*1
299,Colt Hynes\hynesco01,0.0,2013,28,SDP,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
303,Corey Brown\brownco01,0.2,2013,27,WSN,NL,14,15,12,2,2,1,0,1,1,3,0,4,0,0,0,1,1,0,0.167,0.333,0.5,0.833,/H798
304,Corey Dickerson\dickeco01,0.7,2013,24,COL,NL,69,213,194,32,51,13,5,5,17,16,0,41,0,1,2,1,2,2,0.263,0.316,0.459,0.775,*7H8/9D
306,Corky Miller\milleco01,0.5,2013,37,CIN,NL,17,41,35,2,9,5,0,0,8,5,0,6,1,0,0,1,0,0,0.257,0.366,0.4,0.766,*2/H
308,Cory Gearrin\gearrco01,0.0,2013,27,ATL,NL,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
312,Craig Kimbrel\kimbrcr01,0.0,2013,25,ATL,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
313,Craig Stammen\stammcr01,0.0,2013,29,WSN,NL,55,6,5,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0.0,0.167,0.0,0.167,*1
314,Cristhian Martinez\marticr01,0.0,2013,31,ATL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
316,Curtis Partch\partccu01,0.0,2013,26,CIN,NL,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
317,Daisuke Matsuzaka\matsuda01,0.0,2013,32,NYM,NL,7,13,12,0,3,0,0,0,1,0,0,5,0,1,0,0,0,0,0.25,0.25,0.25,0.5,/*1
318,Dale Thayer\thayeda01,0.0,2013,32,SDP,NL,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,*1
320,Dan Haren\harenda01,0.2,2013,32,WSN,NL,31,55,47,2,8,3,0,0,2,1,0,17,1,6,0,0,0,0,0.17,0.204,0.234,0.438,*1
321,Dan Jennings\jennida01,0.0,2013,26,MIA,NL,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
325,Dan Uggla\ugglada01,-1.1,2013,33,ATL,NL,136,537,448,60,80,10,3,22,55,77,2,171,9,0,3,7,2,0,0.179,0.309,0.362,0.671,*4/HD
328,Daniel Descalso\descada01,0.0,2013,26,STL,NL,123,358,328,43,78,25,1,5,43,22,5,56,3,3,2,7,6,3,0.238,0.29,0.366,0.656,645H
329,Daniel Murphy\murphda08,1.8,2013,28,NYM,NL,161,697,658,92,188,38,4,13,78,32,2,95,2,0,5,13,23,3,0.286,0.319,0.415,0.733,*4/3H
334,Danny Espinosa\espinda01,-0.7,2013,26,WSN,NL,44,167,158,11,25,9,0,3,12,4,0,47,3,1,1,1,1,0,0.158,0.193,0.272,0.465,*4/6
342,Darin Ruf\rufda01,0.0,2013,26,PHI,NL,73,293,251,36,62,11,0,14,30,33,1,91,7,0,2,4,0,0,0.247,0.348,0.458,0.806,397/H
343,Darnell McDonald\mcdonda02,0.2,2013,34,CHC,NL,25,57,53,4,16,4,0,1,5,4,0,8,0,0,0,4,0,0,0.302,0.351,0.434,0.785,*H/97
346,Darwin Barney\barneda01,-0.4,2013,27,CHC,NL,141,555,501,49,104,25,1,7,41,36,5,64,6,4,6,22,4,2,0.208,0.266,0.303,0.569,*4/H
348,Dave Sappelt\sappeda01,-0.4,2013,26,CHC,NL,31,78,75,6,18,3,0,0,4,3,0,14,0,0,0,1,3,1,0.24,0.269,0.28,0.549,H8/97
349,David Aardsma\aardsda01,0.0,2013,31,NYM,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
351,David Carpenter\carpeda01,0.0,2013,27,ATL,NL,56,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,*1
